R,t,algo
0.149522,4983.041277,p35p
0.134107,3403.445313,p35p
0.129028,2521.558630,p35p
0.190179,2342.724617,p35p
0.044802,1167.440920,p35p
0.022917,3882.374290,p35p
0.018821,4152.980626,p35p
0.067980,7465.651231,p35p
0.078022,6075.112371,p35p
0.083029,4845.536282,p35p
0.090896,3590.341048,p35p
0.096274,3886.861711,p35p
0.001103,0.067583,p4p
0.000734,0.047107,p4p
0.410696,2.835066,p4p
0.168296,1.374532,p4p
0.252200,1.488547,p4p
0.000966,0.033178,p4p
0.001224,0.087197,p4p
0.000798,0.061447,p4p
0.000981,0.065642,p4p
0.000672,0.056980,p4p
0.000745,0.074005,p4p
0.000250,0.056883,p4p
0.000387,0.057040,p4p
0.000354,0.070304,p4p
0.000312,0.094609,p4p
0.000993,0.119454,p4p
0.001170,0.075847,p4p
0.000961,0.044704,p4p
0.000813,0.055284,p4p
0.000419,0.094608,p4p
0.000892,0.047136,p4p
0.001129,0.077719,p4p
0.001937,0.109207,p4p
0.000534,0.014563,p4p
0.001470,0.033342,p4p
0.001140,0.144361,p4p
0.000359,0.079047,p4p
0.000875,0.053644,p4p
0.000594,0.018399,p4p
0.000844,0.102184,p4p
0.000951,0.104729,p4p
0.000899,0.105740,p4p
0.000822,0.108476,p4p
0.000884,0.107795,p4p
0.000790,0.114996,p4p
0.000981,0.062575,p4p
0.000694,0.051921,p4p
0.000383,0.059417,p4p
0.000341,0.111235,p4p
0.001138,0.069551,real
0.000723,0.049412,real
0.410884,2.871420,real
0.168255,1.391448,real
0.252127,1.507028,real
0.001075,0.029608,real
0.001215,0.091300,real
0.000793,0.061823,real
0.000969,0.064066,real
0.000674,0.058567,real
0.000755,0.081172,real
0.000551,0.061916,real
0.000536,0.073120,real
0.000514,0.097887,real
0.001026,0.124036,real
0.001205,0.078786,real
0.000930,0.045818,real
0.000924,0.053344,real
0.000602,0.092692,real
0.001039,0.047153,real
0.001119,0.080365,real
0.001698,0.117389,real
0.000554,0.014895,real
0.001462,0.041449,real
0.001170,0.150104,real
0.000340,0.078140,real
0.000863,0.054041,real
0.000595,0.018349,real
0.000861,0.106699,real
0.000991,0.109206,real
0.000922,0.109812,real
0.000846,0.112878,real
0.000901,0.112213,real
0.000799,0.119541,real
0.001132,0.062274,real
0.000783,0.052888,real
0.000430,0.061570,real
0.000315,0.114689,real
