R,t,algo
0.003797,0.051498,p35p
0.260580,2.738904,p35p
0.256723,2.785257,p35p
0.001384,0.030676,p35p
0.385697,0.128761,p35p
0.388320,0.034366,p35p
0.001606,0.113183,p35p
0.002025,0.159471,p35p
0.006923,0.203748,p35p
0.009142,0.190028,p35p
0.002985,0.090946,p35p
0.004178,0.037986,p35p
0.002408,0.017313,p35p
0.002288,0.097301,p35p
0.001446,0.050456,p35p
0.002212,0.085108,p35p
0.002547,0.152089,p35p
0.002702,0.209193,p35p
0.002512,0.197088,p35p
0.002470,0.148578,p35p
0.002438,0.135691,p35p
0.002356,0.122796,p35p
0.002073,0.106066,p35p
0.001999,0.100461,p35p
0.002927,0.162623,p35p
0.003655,0.168643,p35p
0.001457,0.065971,p35p
0.075050,1.916493,p35p
0.001134,0.052789,p35p
0.001162,0.030174,p35p
0.003922,0.040832,p4p
0.260896,2.767050,p4p
0.256503,2.799303,p4p
0.001743,0.024847,p4p
0.385309,0.124131,p4p
0.388564,0.030246,p4p
0.001870,0.106574,p4p
0.002404,0.151140,p4p
0.007148,0.190233,p4p
0.004649,0.373512,p4p
0.003295,0.076556,p4p
0.004324,0.029085,p4p
0.002904,0.014775,p4p
0.002589,0.094562,p4p
0.001855,0.052818,p4p
0.002408,0.076069,p4p
0.002752,0.131921,p4p
0.002930,0.203837,p4p
0.002713,0.194431,p4p
0.002772,0.140227,p4p
0.002729,0.127298,p4p
0.002633,0.114432,p4p
0.002373,0.097700,p4p
0.002281,0.095107,p4p
0.003157,0.157880,p4p
0.003866,0.165587,p4p
0.001718,0.059368,p4p
0.073910,1.877670,p4p
0.001492,0.039723,p4p
0.001618,0.023423,p4p
0.001310,0.076705,real
0.258489,2.690667,real
0.258921,2.854010,real
0.000916,0.053730,real
0.387362,0.069868,real
0.386322,0.066636,real
0.000766,0.056171,real
0.000523,0.098266,real
0.002782,0.109283,real
0.001097,0.092166,real
0.001134,0.058120,real
0.007758,0.071346,real
0.000559,0.069312,real
0.000424,0.177192,real
0.000885,0.101947,real
0.000316,0.071924,real
0.001590,0.102546,real
0.000938,0.155164,real
0.000599,0.168120,real
0.000546,0.075445,real
0.000447,0.063618,real
0.000415,0.052137,real
0.000490,0.034753,real
0.000438,0.054112,real
0.001051,0.113822,real
0.001692,0.131721,real
0.000870,0.012342,real
0.001183,0.027175,real
0.001151,0.052079,real
0.001224,0.072665,real
