R,t,algo
0.030646,1.209221,p35p
0.094527,1.218441,p35p
0.123654,1.115806,p35p
0.003725,1.096092,p35p
0.008439,1.130853,p35p
0.007924,1.219926,p35p
0.013653,1.332874,p35p
0.049118,1.501350,p35p
0.068259,1.579265,p35p
0.214468,1.229402,p35p
0.022104,1.169094,p35p
0.175383,16.502705,p35p
0.141107,1.285060,p35p
0.120471,1.837926,p35p
0.037994,1.685548,p35p
0.062174,1.351799,p35p
0.241196,13.430826,p35p
0.135864,2.752976,p35p
0.033976,1.889613,p4p
0.007126,1.328099,p4p
0.025228,12.141178,p4p
0.008903,4.877572,p4p
0.009165,7.517512,p4p
0.010899,10.041668,p4p
0.020220,1.637168,p4p
0.007876,1.407073,p4p
0.015650,3.494666,p4p
0.012072,0.483042,p4p
0.019728,4.500017,p4p
0.010455,8.911392,p4p
0.651982,1.742951,real
0.404828,8.431095,real
0.302912,1.725664,real
0.222857,1.361257,real
0.182724,0.977257,real
0.166711,0.691791,real
0.553221,0.820431,real
0.467858,0.448754,real
0.533230,1.052720,real
0.340207,1.525478,real
