R,t,algo
0.020126,1.045747,p35p
0.020191,1.034329,p35p
0.033654,2.184347,p35p
0.003582,0.987216,p35p
0.023375,0.904114,p35p
0.020149,1.068454,p35p
0.020158,1.081898,p35p
0.020207,1.109849,p35p
0.020225,1.150311,p35p
0.020218,1.179990,p35p
0.020182,1.198474,p35p
0.275779,9.543473,p35p
0.309722,12.364008,p35p
0.346122,10.974468,p35p
0.019888,0.335436,p35p
0.038962,0.999536,p35p
0.025070,0.956379,p35p
0.022951,0.802831,p35p
0.022932,0.778514,p35p
0.022787,0.763496,p35p
0.022781,0.744420,p35p
0.022779,0.740768,p35p
0.022787,0.740955,p35p
0.022714,0.752077,p35p
0.022648,0.756947,p35p
0.022505,0.773527,p35p
0.022326,0.825187,p35p
0.022123,0.870307,p35p
0.021076,0.946593,p35p
0.020937,1.004632,p35p
0.020981,1.090770,p35p
0.021173,1.126921,p35p
0.021011,1.101702,p35p
0.020387,1.084464,p35p
0.021234,1.013131,p35p
0.021157,0.891890,p35p
0.147017,4.987603,p35p
0.137514,4.043621,p35p
0.085765,5.598351,p35p
0.101224,6.303040,p35p
0.022419,1.025214,p35p
0.022267,1.089033,p35p
0.022198,1.137862,p35p
0.022379,0.978970,p35p
0.000339,0.014692,p4p
0.000353,0.028099,p4p
0.013258,1.741609,p4p
0.017250,0.812014,p4p
0.003017,0.807897,p4p
0.000325,0.053973,p4p
0.000340,0.056689,p4p
0.000551,0.056017,p4p
0.000657,0.055953,p4p
0.000871,0.055335,p4p
0.000585,0.046913,p4p
0.000551,0.046139,p4p
0.000580,0.045463,p4p
0.000561,0.045763,p4p
0.000586,0.044418,p4p
0.000507,0.038813,p4p
0.000484,0.039622,p4p
0.000786,0.034635,p4p
0.000480,0.058114,p4p
0.000441,0.060463,p4p
0.000507,0.060234,p4p
0.000595,0.057510,p4p
0.000750,0.054511,p4p
0.000616,0.049894,p4p
0.000568,0.045952,p4p
0.000504,0.044137,p4p
0.000615,0.035283,p4p
0.000447,0.033536,p4p
0.001013,0.052895,p4p
0.000978,0.049159,p4p
0.000969,0.052030,p4p
0.000529,0.020524,p4p
0.001085,0.014823,p4p
0.000667,0.024581,p4p
0.000624,0.066584,p4p
0.000709,0.074538,p4p
0.001519,0.044801,p4p
0.001298,0.037372,p4p
0.001315,0.032344,p4p
0.001337,0.030999,p4p
0.000526,0.024037,p4p
0.000529,0.011658,p4p
0.000542,0.010416,p4p
0.000499,0.028405,p4p
0.006454,0.562073,real
0.006577,0.504477,real
0.020082,1.393649,real
0.010419,1.208311,real
0.009757,1.140729,real
0.006504,0.285130,real
0.006552,0.249218,real
0.006607,0.211916,real
0.006670,0.190156,real
0.006768,0.185112,real
0.006213,0.164822,real
0.006033,0.150269,real
0.005808,0.092159,real
0.005624,0.087465,real
0.005527,0.097317,real
0.005210,0.116845,real
0.004556,0.130994,real
0.003502,0.139184,real
0.003519,0.146072,real
0.003511,0.155340,real
0.003485,0.164423,real
0.003536,0.174343,real
0.003303,0.187752,real
0.003186,0.201490,real
0.003047,0.212803,real
0.002918,0.223844,real
0.002665,0.234160,real
0.001640,0.230049,real
0.001664,0.230761,real
0.001584,0.233454,real
0.001606,0.190864,real
0.165352,8.716250,real
0.016454,3.487035,real
0.001915,0.209526,real
0.001929,0.211630,real
0.004861,0.332232,real
0.005282,0.367366,real
0.005509,0.398984,real
0.005712,0.412468,real
0.002877,0.239893,real
0.002720,0.260259,real
0.002646,0.271693,real
0.002846,0.232652,real
